#Results from sample_experiment.py.  First line is means, second line is standard deviations.
3.10, 4.70, 9.10, 0.80, 9.50, 8.90, 8.80, 10.00, 8.60, 10.00, 6.70, 8.00, 9.80, 8.20, 9.60, 10.00, 9.50, 9.90, 10.00, 9.40, 
5.57, 8.71, 1.45, 12.64, 0.97, 2.23, 3.46, 0.00, 4.43, 0.00, 5.25, 3.97, 0.42, 4.13, 0.97, 0.00, 1.58, 0.32, 0.00, 1.90, 
