#Results from sample_experiment.py.  First line is means, second line is standard deviations.
5.40, 7.30, 8.80, 9.00, 10.00, 5.60, 9.90, 9.00, 1.80, 9.70, 6.70, 10.00, 9.50, 7.40, 9.00, 5.80, 9.30, 7.20, 7.50, 7.70, 
5.58, 4.57, 3.46, 1.63, 0.00, 8.04, 0.32, 2.54, 11.53, 0.48, 4.64, 0.00, 1.58, 5.23, 3.16, 4.85, 2.21, 4.66, 4.86, 7.27, 
