#Results from sample_experiment.py.  First line is means, second line is standard deviations.
3.60, 6.90, 7.20, 6.00, 4.50, 4.80, 7.20, 7.00, 6.10, 4.30, 5.50, 4.70, 6.30, 5.10, 5.70, 6.80, 4.90, 4.30, 8.50, 5.20, 5.50, 8.00, 4.00, 4.20, 6.20, 5.40, 4.50, 3.30, -0.30, 2.50, 0.30, 1.90, 2.50, 2.30, 1.60, 1.40, 1.80, -1.00, 1.40, 2.30, 
6.19, 4.41, 2.57, 4.55, 6.33, 7.10, 3.19, 3.02, 3.84, 6.93, 6.57, 6.17, 3.77, 5.76, 4.72, 4.66, 5.78, 5.44, 1.51, 5.43, 5.08, 2.91, 4.69, 5.59, 4.18, 2.32, 2.64, 3.56, 4.90, 3.87, 4.45, 2.73, 4.67, 2.58, 3.27, 4.03, 2.82, 2.54, 2.07, 2.63, 
